id,recruiter,post_url,job_title,job_type,publication_date,expiration_date,job_description,job_requirements,location 
710,710,https://www.tanitjobs.com/job/557290/un-une-chauffeur-e/?backPage=42&searchID=1559550706.3656,Un/ Une Chauffeur(e),CDD,31/05/2019,,"Le Bureau des Nations Unies pour les Services d’Appui aux Projets (UNOPS) en Tunisie cherche à recruter: 
                                                      Un/Une Chauffeur(e) 
Les femmes qualifiées sont fortement encouragées à postuler. 
Seules les candidatures retenues seront contactées. 
NB: Veuillez noter que seuls les candidatures sur le site de l'UNOPS seront retenues ",30/06/2019,"Tunis, Tunisie"
711,711,https://www.tanitjobs.com/job/557293/responsable-planning/?backPage=42&searchID=1559550706.3656,Responsable Planning,CDD,31/05/2019,30/06/2019,"Le groupe DE.M.CO est un ensemble de sociétés dont l’activité principal est le textile – habillement avec d’autres activités comme l’Aluminium.
Il est parmi les groupes leader dans le secteur et en Tunisie en général et qui emploi presque 4500 ouvriers et cadres.
 Description du poste :

La bonne gestion des commandes et l’alimentation continue de toutes les chaines du groupe et sous-traitants.
L’amélioration continue de la planification des chaines du groupe et des sous-traitants.
Le suivi des réparations dans les chaines du groupe après délavage.
Le lancement en fabrication de chaque commande après vérification des éléments nécessaire.
La garantie des dates exports préfixés.
La répartition des commandes fermes sur les chaines du groupe et des sous-traitants.
Le suivi des commandes non ferme.
Le suivi de la production des broderies et sérigraphies chez les sous-traitants.
L’export brut des commandes.

 Compétences :

Connaissance linguistique Français et Anglais.
Connaissance informatique.
Savoir gérer une équipe

 ","Formation :
Niveau universitaire exigé

Maîtrise en gestion ou économie ou ingénieur textile.
Expérience exigé.
","Moknine, Tunisie"
712,349,https://www.tanitjobs.com/job/557279/infographiste/?backPage=42&searchID=1559550706.3656,Infographiste,Temps plein,31/05/2019,,"DIGITAL MANAGEMENT,une agence de conseil en Communication et Marketing recrute un graphiste avec le profil suivant :

Issu(e) d'une école d'arts graphique.


Très bonne maîtrise de la Suite Adobe :Photoshop, Illustrator.
une maîtrise parfaite du français et de l'anglais  


Ayant le sens du détail


Organisé(e), curieux (se), ouvert(e) et à l'écoute, aime travailler en équipe, ayant le sens des responsabilités.


Gestion du temps et respect des délais


Créatif(ve), capable d'apporter de nouvelles idées et une touche personnelle tout en respectant les orientations données par les clients.

 ",30/06/2019,"Rue Mohamed Ali Annabi, Tunis, Tunisie"
713,711,https://www.tanitjobs.com/job/557282/un-commercial-export-textile/?backPage=42&searchID=1559550706.3656,Un Commercial Export Textile.,CDD,31/05/2019,30/06/2019,"Le Groupe DE.M.CO qui est un acteur de référence dans le textile recherche pour le développement Export de sa marque locale un commercial export.
*Missions:

Établir et réaliser des stratégies d’export et d’implantation
Réalisation et suivi des plans TASDIR+
Définir et tenir à jour les listes des prix des nouveaux clients en veillant au respect de la politique tarifaire de l'entreprise.
Traiter les demandes d’études et de faisabilité des consultations
Prospecter des nouveaux clients
Veiller au respect des délais de livraison pour les nouveaux clients
Établir les tableaux de bord liés à l'activité commerciale
Participer à l'élaboration des budgets Commercial
Établir les prévisions commerciales en lien avec la direction commerciale.
Émettre et Revoir des offres de prix (devis)
Participer à la définition des nouveaux développements en collaboration avec le Marketing et la R&D.
Remontée Feedback client et consommateur à l’équipe marketing
Assurer le suivi du taux de service des nouveaux clients
Lancer l'étude de satisfaction clients Export
Déclencher les études de faisabilité des commandes clients


Poste basé à : Tunis ou Moknine
","*Profil recherché :

Organisé, réactif, ayant le sens de l'écoute et de la négociation.
Avoir un carnet d’adresse an Afrique : Grossiste, importateur, distributeur, partenaire..
Maîtrise parfaite du Français et de l’anglais
Maîtrise des incoterms et des spécificités de l’Export
Expériences : Minimum 5 années dans le domaine
Rigoureux (se) + Mobile + Professionnel + Autonome
Passionné(e) par l’AFRIQUE
Très bonne maîtrise du Pack Office
Grande disponibilité : Déplacement fréquents à l’international.

* Formation:
    -Niveau : Bac+3 et plus.
    - Formation: Commerce, Marketing, textile etc.......
 ","Moknine, Tunisie"
714,714,https://www.tanitjobs.com/job/557284/formateur-en-anglais/?backPage=42&searchID=1559550706.3656,Formateur en Anglais,Freelance / Indépendant,31/05/2019,30/06/2019,On cherche à recruter un Formateur en Anglais  pour Animer des cours théoriques ainsi que des Workshop,"- Ayant un mastère en Anglais 
- ayant une expérience dans l'enseignement/la formation (3 sessions de formations et/ou Workshop
-  Dynamique, énergique, créatif, Bon orateur","22 Rue d'Espagne, Tunis, Tunisie"
715,715,https://www.tanitjobs.com/job/557274/un-e-directeur-central-du-recouvrement-f-h/?backPage=42&searchID=1559550706.3656,Un(e) Directeur Central du Recouvrement (F/H),Temps plein,31/05/2019,30/06/2019,"GHRS recrute pour le compte de son client –Une Institution Financière renommée-Tunis
Un(e) Directeur Central du Recouvrement (F/H) Rejoignez une institution financière et relevez le défi
Rattaché(e) au Directeur du Pôle des Risques, votre mission principale sera la suivante : 

Vous réalisez un diagnostic de la situation et mettez en œuvre des solutions adaptées pour garantir le recouvrement amiable de la dette.

 Vos activités principales seront notamment les suivantes :

Piloter et organiser l’activité de recouvrement (amiable, judiciaire, externalisé) sur l’ensemble des secteurs d’activité de la banque.
Assurer la mise en œuvre de la stratégie.
Déterminer les objectifs et les plans d’action du service et participer à leur réalisation.
Gérer les solutions de recouvrement à travers la négociation des accords, la mise en œuvre des actions judiciaires les plus adéquates et la coordination des transmissions d’informations.
Contrôler la pertinence des analyses et des solutions de recouvrement proposées.
Développer le relationnel avec les parties prenantes de l’entreprise en particuliers les représentants de l’autorité judiciaire.
Participer à la maîtrise du coût du risque et à la préservation des intérêts de l‘entreprise.
Animer, coordonner et accompagner les collaborateurs.
Suivre et communiquer les solutions (en interne et en externe de l’entreprise)
","
De formation Bac+5, en Sciences juridiques/Commerce/Gestion/Comptabilité
Vous avez une expérience d'au moins 15 ans dans un poste similaire. 
Vous avez une bonne maîtrise du Pack Office et des outils informatiques. 
Vous êtes reconnu(e) pour votre aisance relationnelle, votre pouvoir de négociation , vos qualités de communication et vos aptitudes au travail en équipe. 
Détermination, diplomatie et organisation.

Merci de nous faire parvenir vos candidatures en indiquant dans l'objet la Référence : DCR ","Tunis, Tunisie"
716,716,https://www.tanitjobs.com/job/557285/assistante-en-comptabilité/?backPage=42&searchID=1559550706.3656,Assistante en comptabilité,CDD,31/05/2019,30/06/2019,"DMS TECHNOLOGIES spécialisée dans le domaine de la confection mécanique numérique de précision  au service de l'industrie aéronautique automobile électronique ...
recrute une assistante de comptabilité titulaire d'une  License  bac + 3  ou mastère en comptabilité ou gestion  ou équivalentveuillez envoyer le cv + photo 
 ","Savoir faire
La saisie des écritures
Assurer facturation
Assurer recouvrement des clients 
Collecter les informations comptables et financière du client
Les petits travaux de pointage
Savoir
La maîtrise  (écrite) du français 
Maîtrise du Pack Office
Maîtrise des techniques de relances clients et fournisseurs  
 (bonne aisance téléphonique et bonne gestion des niveaux de relances par mail demandées)
Savoir être 
Très bonne capacité d’adaptation et de flexibilité
Capacité à gérer les priorités et être réactive
Qualité d’écoute ","Route de Mégrine Saint Gobain, Tunis, Tunisie"
717,717,https://www.tanitjobs.com/job/557281/des-conseillers-en-immobilier-seniors-h-f/?backPage=42&searchID=1559550706.3656,« DES CONSEILLERS EN IMMOBILIER SENIORS (H/F) »,CDI,31/05/2019,30/06/2019,"Intégrer le leader Mondial en Immobilier
Ça vous dit?
RE/MAX Smile ""Meilleure Agence 5ans de suite du réseau RE/MAX Tunisie"" recrute:
DES CONSEILLERS EN IMMOBILIER:
MISSIONS:

Développer votre notoriété et celle de l’entreprise sur le secteur affecté
Constituer et entretenir un stock attractif de biens à la vente
Maîtriser les actions de promotion de ses biens
Assurer la négociation jusqu’à la vente et le financement
Participer activement à la vie de l’équipe
Contribuer au développement du CA de l’agence
Veiller à la satisfaction client et au respect des normes de qualité

 
COMPÉTENCES:

Capacité à assimiler les outils, méthodes et les techniques commerciales RE/MAX
Utilisation de l’outil informatique et de l’application
Connaissances des bases juridiques, financières et fiscales
Maîtrise des process qualité

 
 ","QUALITÉS REQUISES:

Forte volonté d’apprendre et d’évoluer
Ecoute et disponibilité – Ténacité et Enthousiasme
Honnêteté, volonté, capacité de gérer son temps
Vous devez être autonome et disposer d'une réserve financière suffisante pour quelques mois avant que vous ne commenciez à percevoir vos propres revenus, et vous disposer de votre propre voiture.

 Pour rejoindre le leader Mondial en Immobilier
Contactez- nous !","Les Berges du Lac, Tunis, Tunisie"
718,709,https://www.tanitjobs.com/job/557296/formateur-java-jee/?backPage=42&searchID=1559550706.3656,Formateur JAVA/JEE,Freelance / Indépendant,31/05/2019,,"GEC (Global Engineering Center) est un cabinet de formation et consulting basé  à Tunis ,cherche pour ses besoins des formateurs expérimentés en  JAVA/JEE .",30/06/2019,"Tunis, Tunisie"
719,719,https://www.tanitjobs.com/job/557297/asisstant-e-backoffice/?backPage=42&searchID=1559550706.3656,Asisstant(e) BackOffice,Temps plein,31/05/2019,30/06/2019,"Nous recrutons un/une assistant(e) BackOffice :
Vous aurez pour missions : 
- Participer à la gestion des sites E-commerce
- Assurer la relation entre le service informatique et les différents magasins
-  Proposer et réaliser des plans d'actions
- Gérer les déplacements professionnels
-Assurer le reporting à la direction
-Rechercher, identifier et développer les projets de promotions des sites E-commerce
 ","On cherche le profil suivant :
De formation commerciale et/ ou informatique
- Polyvalent, efficace et doté d'un bon relationnel, vous bénéficiez d'une expérience dans le développement commercial dans le domaine de l’informatique, le webmarketing et la relation client.
- Autonome, vous êtes capable de travailler de façon rigoureuse et êtes réactif et disponible.
- Doté d'une attitude commerciale naturelle avec un sens du service à la clientèle.
- Vous maîtrisez la langue française à l’écrit / oral.
 
Veuillez postuler !","Berges du Lac, Tunis, Tunisie"
720,711,https://www.tanitjobs.com/job/557299/directeur-production-denim/?backPage=42&searchID=1559550706.3656,Directeur Production Denim,CDD,31/05/2019,30/06/2019,"Le Groupe DE.M.CO cherche à recruter un Directeur Technique de Production avec une grande expérience.
Missions :

Élaboré la politique d’évolution des moyens de production et l’amélioration des produits et des procédés
Détermine les objectifs de la production en fonction des orientations et des consignes définis par la direction Générale.
Animer et diriger les équipes de production
Développer la motivation et la détermination du personnel
Evaluer les performances des employés
Conduire les réunions de travail
Veille à l’application des normes de qualité, normes de travail et à la réduction des rebuts.
Veille à l’utilisation optimale des ressources humaines et matérielles des ateliers de Production.
Planifie, met en œuvre et supervise le déroulement de la Production.
Décide de répartition du travail en fonction des plans d’ordonnancement et des délais de livraison
Planifie l’organisation du travail en fonction des changements de programmes de fabrication
Veille à l’approvisionnement continu des ateliers en matière première.
Veille à assurer les consignes de prévention en matière de sécurité
Faire régner la discipline du personnel et le maintien d’un bon climat du travail
Participer à l’appréciation du personnel de production
Participe à l’amélioration de l’indice de polyvalence du personnel de production
Élaborer les tableaux de bord de la production, interprète les écarts et en rend compte à la direction générale
Propose des améliorations des procèdes, des produits et de l’outil de travail
Participe à la diffusion de la culture d’entreprise.   
","Niveau : BAC et plus.
Diplôme : Ingénieur en textile et habillement
Expérience : 5 ans minimum dans poste similaire","Moknine, Tunisie"
721,711,https://www.tanitjobs.com/job/557298/responsable-atelier-finissage/?backPage=42&searchID=1559550706.3656,Responsable Atelier Finissage.,CDD,31/05/2019,30/06/2019,"Le Groupe DE.M.CO cherche à recruter un responsable salle finissage confection avec une grande expérience.
Missions :

Assurer le déroulement de la production à la salle de finissage.
Assurer la mise en œuvre de processus finissage.
Assurer la propreté et l’ordre dans l’atelier.
Assurer la sécurité des équipements et du personnel.
Assurer le rendement individuel et collectif.
Assurer la qualité des produits exigée par le client.
Collaborer avec les autres services.
Assurer les priorités suivant le programme des exports (planning).
Assurer la formation des nouveaux recrutés
Suivi des indicateurs du processus finissage
","Niveau : Bac et plus.
Diplôme : BTP ,BTS , BAC+3 et BAC+5.
Formation : Textile et habillement","Moknine, Tunisie"
722,711,https://www.tanitjobs.com/job/557301/contrôleur-de-gestion/?backPage=42&searchID=1559550706.3656,Contrôleur de Gestion,CDD,31/05/2019,30/06/2019,Le Groupe DE.M.CO cherche à recruter un (e) Contrôleur de Gestion avec expérience dans le domaine.,"- Niveau : Bac+3 et plus.
- Formation : Finance, Gestion, Comptabilité.","Moknine, Tunisie"
723,710,https://www.tanitjobs.com/job/557289/coordinateur-trice-national-e/?backPage=42&searchID=1559550706.3656,Coordinateur(trice) National(e),CDD,31/05/2019,,"Le Bureau des Nations Unies pour les Services d’Appui aux Projets (UNOPS) en Tunisie cherche à recruter: 
                                                       Coordinateur(trice) National(e) 
Les femmes qualifiées sont fortement encouragées à postuler. 
Seules les candidatures retenues seront contactées. 
NB: Veuillez noter que seuls les candidatures sur le site de l'UNOPS seront retenues ",30/06/2019,"Tunis, Tunisie"
724,711,https://www.tanitjobs.com/job/557302/responsable-qualité-tissu/?backPage=42&searchID=1559550706.3656,Responsable Qualité Tissu,CDD,31/05/2019,30/06/2019,"Le Groupe DE.M.CO cherche à recruter un Responsable Qualité Tissu avec une grande expérience.
* Missions :
- Assurer la bonne gestion du personnel placé sous sa responsabilité.
- Assurer un bon allotissement des tissus après délavage. - Veiller à la bonne préparation et la conduite des tests de contrôle suivant les normes :
• Test de stabilité dimensionnelle.
• Test de biaisage et mouvement.
• Test d’élasticité, croissance et allongement.
• Test de croking et contrôle du GSM et laize.
- Veiller à la diffusion des résultats des tests des contrôles.
- Suivre scrupuleusement les commandes fixées par le service planning et veiller à réduire la consommation des tissus. - Contrôler le tissu livré à la coupe et les chaînes d’assemblage pour redécoupage et complément.
- Assurer le traitement des tissus non conformes, l’envoi des réclamations aux fournisseurs impliqués et aux responsables concernés.
 ","*Compétence requise:
- Niveau : BAC +2.5 minimum.
- Diplôme : Textile et Habillement
- Expérience : 5 ans dans un poste similaire.
* Savoir faire : -Connaissance linguistique en Français et anglais
. Merci d'envoyer vos CV
Salaire très motivant.","Moknine, Tunisie"
725,1,https://www.tanitjobs.com/job/557303/développeurs-full-stack/?backPage=42&searchID=1559550706.3656,Développeurs Full  stack,CDI,31/05/2019,,"Dans le cadre de notre  développement, nous recherchons Des Développeurs Full  stack compétents, dynamiques et expérimentés, tu es autonome et créatif ? Alors rejoins-nous, on a besoin de toi pour grandir !
Qui sommes-nous, que faisons-nous ?
Prestataire technique et éditeur de contenus, nous développons nos activités sur des services et applications Web.
C’est une grande famille qui intègre en interne tous les acteurs de la production multimédia : développeurs back et front-end, rédacteurs, graphistes, marketeux, tous les profils sont réunis pour imaginer et créer de beaux projets.
Environnement technique que tu dois maîtriser :
- Linux - Apache - MySQL 5.x - PHP 5.6 - 7 - Framework : Laravel et VueJS OU NodeJS et React - HTML 5, CSS 3, Javascript, JQuery - Git - Architecture REST - Tests unitaires et fonctionnels
Type de contrat : CDI
Expérience : 2 ans (requis)
Lances-toi, en plus on a du café !
 
Tu peux nous envoyer ton Cv à l’adresse suivante : recrutement-dev@tanis-tunisie.com",30/06/2019,"La Charguia II, Tunis, Tunisie"
726,158,https://www.tanitjobs.com/job/557308/project-manager/?backPage=42&searchID=1559550706.3656,Project Manager,CDI,31/05/2019,30/06/2019,"Dans  le  cadre  du  développement  de  notre  société  et afin  d’étoffer  notre  équipe, Progress RH Tunisie cherche à recruter un/une Project Manager
Missions : 
La gestion des procédures administratives et financières.
 L’organisation et la participation aux événement
La gestion de la communauté : publication quotidienne et développement des communautés des différentes plateformes ( Facebook , linkedin ...) ,  gestion du site web, répondre aux  messages privés.
La réponse aux appels d’offres.
Le développement commercial
La gestion de la relation client : prospection et fidélisation.
La veille événementielle.
La conception et la mise en ligne du site internet","Profil :
De  formation  Bac +3 , vous justifiez d’au moins 1 an d’expérience dans un poste similaire .
Un bon niveau de français est exigé.
Un bon niveau en anglais est un plus.
Une bonne maîtrise du web est exigée.
Vous êtes, organisé(e), méthodique, rigoureux (se).","Tunis, Tunisie"
727,158,https://www.tanitjobs.com/job/557307/responsable-digital/?backPage=42&searchID=1559550706.3656,Responsable Digital,CDI,31/05/2019,30/06/2019,"Une multinationale de renommée cherche à recruter un Responsable Digital.  
Missions :

Gérer les projets Web
Optimiser le contenu existant
Proposer et mettre en place un plan de génération de Trafic
Développer le site internet
Développer de nouvelles expériences on line et en magasin
Développer des applications mobiles
Refonte de site internet
Transformer les magasins, en amenant les supports digitaux au service de l’extension de leur offre
Veiller sur les tendances de transformations
Avoir des connaissances solides dans les domaines du digital et du e-commerce
Maîtriser l’ensemble de la chaîne de développement du produit 
","Profil :
De formation universitaire : Bac + 5 en informatique ou en marketing. Vous justifiez d’au moins 1 an dans un poste similaire.
Sportif (ve), dynamique et  enthousiaste. Vous avez un bon relationnel et vous savez convaincre.
Vous êtes à l’écoute des besoins clients et vous avez une affinité pour le développement durable","Tunis, Tunisie"
728,728,https://www.tanitjobs.com/job/557305/ingénieure-électromécanique-ou-électricité-ou-énergétique-ou-génie-civil/?backPage=42&searchID=1559550706.3656,Ingénieure Électromécanique  ou électricité ou énergétique ou génie civil,Temps plein,31/05/2019,30/06/2019,"La société PREVENTIS est un bureau d'étude, de conseil, de formation, d'audit et d'assistance QHSE sise à Sfax désire  recruter des ingénieurs (Femme) . 
           Vous êtes titulaire d'un diplôme d'ingénieur en électromécanique ou en électricité ou énergétique ou génie civil
           merci d’envoyer votre CV avec photo ainsi qu’une lettre de motivation","
Langues : excellente maîtrise du français
Maîtriser les outils informatiques (word et excel... ) 
Maîtrise du logiciel AUTOCAD,
Sérieuse, dynamique, polyvalente et organisée
","Sfax, Tunisie"
729,8,https://www.tanitjobs.com/job/543436/des-commerciaux-junior-et-senior-en-télévente/?backPage=&searchID=1560199369.399,Des Commerciaux Junior et Senior en Télévente,CDI,31/05/2019,,"More Than A Job… A Lifestyle !!!
 Pour sa plateforme et dans le but de renforcer ses équipes le GROUPE IBS recrute des Conseillers Commerciaux Juniors & Seniors spécialisés dans la vente et la gestion de portefeuille client dans le B2B.
Sous la direction commerciale du Leader Français de la convergence des télécoms (Téléphonie Fixe et Mobile, Internet, Fibre...)
Vous serez garant de la stratégie et politique interne, vous serez responsable de vos contacts et construirez votre propre portefeuille client.
Profils :
-Vous maitrisez parfaitement la langue française, avez une bonne élocution et la capacité à comprendre et assimiler facilement le client français pour répondre à ses besoins.
-Nous sommes à la recherche d’un commercial Senior et Junior (selon l’expérience) en télévente B to B, doté d’un bon tempérament commercial
-Dispose d’une expérience réussie d’au moins 1 à 2 ans en tant que Junior et 2 à 4 ans en tant que Senior dans un même centre d’appel
-Ambitieux et motivé par les challenges, vous disposez de réelles capacités relationnelles et d’écoute active
-Vous maitrisez les techniques de vente à distance
-Vous êtes reconnus pour votre sens de la négociation et votre aisance commerciale
-Rigueur, réactivité et persévérance sont des qualités nécessaires pour réussir ce poste
Nous vous offrons :


Commercial Senior : Un fixe de 1500 TND en NET


Commercial Junior : Un fixe de 1300 TND en NET


Une formation rémunérée.


Primes et variables non limités.


Tickets restaurant à hauteur de 100 TND (Tickets de 5 TND)


Assurance Groupe


Nous vous assurons le transport aller/retour (TAXI)


Horaires de travail : 8h-12/13h-17h du Lundi au Vendredi


Un CDI avec titularisation après une période d’essai de 3 mois à Plein-Temps aux horaires de bureaux au Berges du Lac à Tunis
Des challenges trimestriels et des bonus récurrents (Voyage Turquie, Malaisie, Smartphones, électroménager…) y compris une prime de 10 000 dt cash pour le meilleur agent de l’année 2019 !!!
  ""Au plaisir de vous compter parmi nous dans les prochains jours ""

",30/06/2019,"Les Berges du Lac, Tunis, Tunisie"
730,231,https://www.tanitjobs.com/job/556316/des-conseillers-clients-français-possibilité-de-mi-temps-et-des-plannings-préférentiels/?backPage=&searchID=1560199369.399,Des conseillers clients Français : Possibilité de mi-temps et des plannings préférentiels,CDD,28/05/2019,,"Rejoignez un leader Mondial du BPO Le groupe Almaviva est l’un des leaders européens du BPO avec plus de 20 000 collaborateurs à travers le monde.
Dans le cadre du développement de nos activités ALMAVIVA recrute :
DES CONSEILLERS CLIENTS FRANÇAIS (émission d'appels)
Profil recherché
- Vous êtes dynamique
- Vous avez le gout du challenge
- Vous maîtrisez parfaitement la langue française
- Vous maîtrisez l’outil informatique
Nous vous offrons :
- Un environnement de travail agréable moderne et convivial
- Formation  rémunérée dès le 1er  mois
- Un salaire fixe complété par une prime d'activité, une prime d'assiduité et des primes liées à vos performances  qui pouvant doubler votre salaire
- Des tickets restaurant
- Des challenges réguliers
- Un régime de 40h/semaine du lundi au vendredi avec 2 jours de repos
- Possibilité de mi-temps et des plannings préférentiels  
- Transport assuré le soir
- Perspective d’évolution en interne
Contacter Notre Job Center
Tél : 70 103 000 – 31303000",28/05/2020,"La Charguia II, Tunis, Tunisie"
731,5,https://www.tanitjobs.com/job/557244/des-serveuses-le-jour-de-l-aid-expérimentées/?backPage=43&searchID=1559550706.3656,Des serveuses le jour de l'Aid ( expérimentées),CDD,31/05/2019,,"Vous avez le sens de l’accueil ? Vous avez une expérience dans un restaurant de luxe ? Vous êtes au bon endroit ! Nous cherchons des serveuses présentables le jour de l’Aid pour une journée VIP.
Missions

Assurer le service, plateaux, assiettes etc...
Assurer le bon déroulement de l’événement

Profil :

Expérimentée (une expérience dans un restaurant de luxe est exigée).
Présentable
Attentive
Avoir le sens de l’écoute
Dynamique
Souriante
Ponctuelle

Envoyez vos Cvs sur recrute@manwork.tn ou appelez nous sur 71 700 000 / 29 46 46 29",30/06/2019,"Tunis, Tunisie"
732,117,https://www.tanitjobs.com/job/557241/approvisionneur/?backPage=43&searchID=1559550706.3656,Approvisionneur,CDD,31/05/2019,30/06/2019,"Artus recrute pour son client un approvisionneur
Votre mission consistera à:
-Gestion des approvisionnements (Traitement et contrôle des commandes et programmes fournisseurs)
-Optimiser les coûts de transport en effectuant des regroupant a des quantités économiques des quantités à livrer. Suivi, optimisation des stocks composant (segmentation des stocks).
Traitement des litiges fournisseurs liées à la logistique.
Gestion des Obsolètes et Slow Moving. V
Veiller a évité les ruptures dans la production.
Gestion de la logistique de la sous-traitance.
Assister la gestion administrative des imports
Participer à l’inventaire physique des produits
Suivi des indicateurs de performance liés à la fonction d’approvisionnement. ","Expérience dans l'industrie à un poste d'approvisionneur
-Maîtriser l’utilisation du Module Approvisionnement et Gestion du stock dans un MRP. -Communiquer avec des fournisseurs et des interlocuteurs variés -Maîtriser les formalités d’import de la douane Tunisienne. -Maîtriser la fonction approvisionnement et le plan d'approvisionnement
- Gérer des stocks et calculer des besoins (flux tendus)
-Comprendre l'ensemble du processus industriel et les besoins de chaque atelier 
Connaître les normes commerciales internationales, et les règles de sécurité à respecter dans un entrepôt. ","Sousse, Tunisie"
733,5,https://www.tanitjobs.com/job/557245/des-gouvernantes/?backPage=43&searchID=1559550706.3656,Des gouvernantes,CDI,31/05/2019,,"Offre d’emploi :
Gouvernantes 
 
Autonome et responsable ? Passionnée par la cuisine tunisienne ? Prête à vivre une nouvelle expérience ?
Profil : 

Une formation ou BTS tourisme.

Savoir travailler en équipe.
Avoir une attitude positive.
Etre responsable, fiable et flexible.
Disponible immédiatement.

Un salaire très motivant.
Envoyez vos Cv sur recrute@manwork.tn ou appelez 29 46 46 29/ 71 700 000",30/06/2019,"Tunis, Tunisie"
734,734,https://www.tanitjobs.com/job/557242/téléconseillère/?backPage=43&searchID=1559550706.3656,TÉLÉCONSEILLÈRE,CDD,31/05/2019,30/06/2019,"MISSIONS :
Rattaché hiérarchiquement au Chef de Centre de Contact Client, vous aurez pour principales missions :

Gérer les appels téléphoniques entrant et sortant,
Recueillir les demandes clients (Informations, Réclamations ….) les orienté et les conseiller selon les canaux de communication existant ;
Émettre des compagnes de prospection, de fidélisation des clients,
Tenir le rôle de vigie, veiller à l’optimisation du pilotage du flux des appels entrants ;
Alerter en temps réel les incidents impactant la production de centre de contact,
","PROFILS RECHERCHES :
Vous avez un niveau bac et/ou bac +2 avec un bon niveau linguistique (Arabe et Français) ;
Maîtriser l’anglais serait un atout,
Tenaces et réactive, vous vous distinguez par de bonnes qualités d'écoute et de disponibilité,","Tunis, Sijoumi, Tunisie"
735,702,https://www.tanitjobs.com/job/557246/assistante-logistique/?backPage=43&searchID=1559550706.3656,Assistante Logistique,SIVP,31/05/2019,30/06/2019,"Société  ITP filiale du groupe français ALCEN  spécialisée dans la fabrication mécanique pour l'aéronautique 
Description de l'emploi :
Assistante Logistique :

Suivi des flux réceptions et expéditions
Suivi des stocks produits encours et produits finals
supervision de la chaîne de préparation et conditionnement
Communication avec (transporteurs,transitaire  ,Douane…)
édition des documents de transport et de livraison
Recherche permanente d'optimisation du processus
Compte-rendu quotidien au responsable logistique

","Niveau bac+3 diplômé en logistique

utilisation des logiciels informatiques de gestion 
être capable de résister au stress des pics d'activité
connaître les normes commerciales internationales, et les règles de sécurité à respecter dans un entrepôt
savoir communiquer en français et en anglais 
","Sousse, Tunisie"
736,117,https://www.tanitjobs.com/job/557248/manager-hse/?backPage=43&searchID=1559550706.3656,Manager HSE,CDI,31/05/2019,30/06/2019,"Artus recrute pour le compte de son client un manager HSE.
 
Votre mission consistera à:
Assister à la définition et à l’application des objectifs en matière de la sécurité de prévention des risques industriels en fonction du contexte réglementaire et de la politique sécurité du site
 Apporter un support opérationnel à l’ensemble des départements internes afin de garantir la conformité au regard des exigences sécurité et environnement ;
Réaliser une veille permanente sur les évolutions de la réglementation relative à, l'hygiène, santé, sécurité, l'environnement et aux conditions de travail ; 
analyse de la conformité réglementaire, normatif et autres exigence et application ; 
Suivi des indicateurs sécurité et environnement et mettre en place les actions correctives et préventives nécessaires en cas de non réalisation des objectifs ;
Gérer l'équipe HSE et atteindre les objectifs...","De niveau ingénieur avec une expérience de plus de 7 années en HSE dans le domaine industriel
Très bonne connaissance de l'entreprise, ses processus et l'organisation du travail. Connaître et comprendre les réglementations HSE
Savoir analyser les risques/aspects pour en évaluer les impacts et définir les plans d'action
Connaître les notions liées à l’amélioration des conditions de travail : nuisances sonores, risques afférents aux matériels et installations électriques, ventilation et captage des polluants…
Connaître les dispositifs de protection collective et individuelle. Savoir diriger des équipes de première intervention et/ou de premiers secours.","Sousse, Tunisie"
737,143,https://www.tanitjobs.com/job/557247/commercial-en-immobilier/?backPage=43&searchID=1559550706.3656,Commercial en immobilier,Contrat al Karama,31/05/2019,30/06/2019,"Diarna Immo recrute:
Dans le but de renforcer notre équipe commerciale, nous recherchons des commerciaux.
 
Profil demandé :
Jeune diplômé(e) en commerce, marketing ou beaux-arts.
 
Pour postuler envoyez:
- CV complet- Lettre de motivation manuscrite",*N.B: obligation du contrat KARAMA*,"Sousse, Tunisie"
738,143,https://www.tanitjobs.com/job/557250/assistante-commerciale/?backPage=43&searchID=1559550706.3656,Assistante Commerciale,Temps plein,31/05/2019,30/06/2019,"L’agence immobilière DIARNA IMMO  à Sousse  recrute une assistante commerciale, pour accomplir les missions suivantes :
- Renouvellement quotidien des annonces publiées par nos agents commerciaux sur les sites connus à savoir : Tayara , Tunisie annonce ..
-Renouvellement des annonces sur les pages et les groupes Facebook.
- Assurer l'accueil de la clientèle au bureau et par téléphone
-Prise de rendez-vous 
 
Comment postuler :
Envoyez votre CV + PHOTO + Lettre de motivation
Ville : SOUSSE
Nom / Entreprise : DIARNA IMMO
Adresse : Rue imem moslem khzema ouest sousse","-Baccalauréat + 2ans
- Usage des outils bureautiques
- Rigueur et discipline","Sousse, Tunisie"
739,739,https://www.tanitjobs.com/job/557252/femme-de-ménage/?backPage=43&searchID=1559550706.3656,Femme de Ménage,CDD,31/05/2019,,"Nous chercons une femme exceptionnelle  pour prendre soin de nous et de  notre société .
 ",30/06/2019,"Le Kram, Tunis, Tunisie"
